state,district,financial_year,metric,value,unit,source_url,notes
Haryana,Kaithal,2018-19,crm_subsidy_target_zero_till_seed_drill,17.5,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Kaithal,2018-19,crm_machines_target_rotavator,35,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Kaithal,2018-19,crm_subsidy_target_rotavator,17.5,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Kaithal,2018-19,crm_machines_target_total,403,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Kaithal,2018-19,crm_subsidy_target_total,292.5,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Karnal,2018-19,crm_machines_target_super_straw_management_system_sms,20,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Karnal,2018-19,crm_subsidy_target_super_straw_management_system_sms,14.0,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Karnal,2018-19,crm_machines_target_happy_seeder,120,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Karnal,2018-19,crm_subsidy_target_happy_seeder,81.0,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Karnal,2018-19,crm_machines_target_paddy_straw_chopper_shredder_mulcher,80,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Karnal,2018-19,crm_subsidy_target_paddy_straw_chopper_shredder_mulcher,100.0,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Karnal,2018-19,crm_machines_target_shrub_master_cutter_cum_spreader,13,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Karnal,2018-19,crm_subsidy_target_shrub_master_cutter_cum_spreader,3.25,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Karnal,2018-19,crm_machines_target_reversible_mb_plough,50,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Karnal,2018-19,crm_subsidy_target_reversible_mb_plough,56.25,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Karnal,2018-19,crm_machines_target_rotary_slasher,15,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Karnal,2018-19,crm_subsidy_target_rotary_slasher,3.0,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Karnal,2018-19,crm_machines_target_zero_till_seed_drill,70,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Karnal,2018-19,crm_subsidy_target_zero_till_seed_drill,17.5,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Karnal,2018-19,crm_machines_target_rotavator,35,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Karnal,2018-19,crm_subsidy_target_rotavator,17.5,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Karnal,2018-19,crm_machines_target_total,403,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Karnal,2018-19,crm_subsidy_target_total,292.5,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Panipat,2018-19,crm_machines_target_super_straw_management_system_sms,20,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Panipat,2018-19,crm_subsidy_target_super_straw_management_system_sms,14.0,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Panipat,2018-19,crm_machines_target_happy_seeder,120,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Panipat,2018-19,crm_subsidy_target_happy_seeder,81.0,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Panipat,2018-19,crm_machines_target_paddy_straw_chopper_shredder_mulcher,80,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Panipat,2018-19,crm_subsidy_target_paddy_straw_chopper_shredder_mulcher,100.0,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Panipat,2018-19,crm_machines_target_shrub_master_cutter_cum_spreader,13,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Panipat,2018-19,crm_subsidy_target_shrub_master_cutter_cum_spreader,3.25,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Panipat,2018-19,crm_machines_target_reversible_mb_plough,50,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Panipat,2018-19,crm_subsidy_target_reversible_mb_plough,56.25,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Panipat,2018-19,crm_machines_target_rotary_slasher,15,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Panipat,2018-19,crm_subsidy_target_rotary_slasher,3.0,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Panipat,2018-19,crm_machines_target_zero_till_seed_drill,70,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Panipat,2018-19,crm_subsidy_target_zero_till_seed_drill,17.5,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Panipat,2018-19,crm_machines_target_rotavator,35,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Panipat,2018-19,crm_subsidy_target_rotavator,17.5,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Panipat,2018-19,crm_machines_target_total,403,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Panipat,2018-19,crm_subsidy_target_total,292.5,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Sonipat,2018-19,crm_machines_target_super_straw_management_system_sms,20,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Sonipat,2018-19,crm_subsidy_target_super_straw_management_system_sms,14.0,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Sonipat,2018-19,crm_machines_target_happy_seeder,120,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Sonipat,2018-19,crm_subsidy_target_happy_seeder,81.0,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Sonipat,2018-19,crm_machines_target_paddy_straw_chopper_shredder_mulcher,80,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Sonipat,2018-19,crm_subsidy_target_paddy_straw_chopper_shredder_mulcher,100.0,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Sonipat,2018-19,crm_machines_target_shrub_master_cutter_cum_spreader,13,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Sonipat,2018-19,crm_subsidy_target_shrub_master_cutter_cum_spreader,3.25,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Sonipat,2018-19,crm_machines_target_reversible_mb_plough,50,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Sonipat,2018-19,crm_subsidy_target_reversible_mb_plough,56.25,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Sonipat,2018-19,crm_machines_target_rotary_slasher,15,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Sonipat,2018-19,crm_subsidy_target_rotary_slasher,3.0,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Sonipat,2018-19,crm_machines_target_zero_till_seed_drill,70,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Sonipat,2018-19,crm_subsidy_target_zero_till_seed_drill,17.5,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Sonipat,2018-19,crm_machines_target_rotavator,35,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Sonipat,2018-19,crm_subsidy_target_rotavator,17.5,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Sonipat,2018-19,crm_machines_target_total,403,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Sonipat,2018-19,crm_subsidy_target_total,292.5,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jind,2018-19,crm_machines_target_super_straw_management_system_sms,20,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jind,2018-19,crm_subsidy_target_super_straw_management_system_sms,14.0,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jind,2018-19,crm_machines_target_happy_seeder,120,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jind,2018-19,crm_subsidy_target_happy_seeder,81.0,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jind,2018-19,crm_machines_target_paddy_straw_chopper_shredder_mulcher,80,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jind,2018-19,crm_subsidy_target_paddy_straw_chopper_shredder_mulcher,100.0,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jind,2018-19,crm_machines_target_shrub_master_cutter_cum_spreader,13,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jind,2018-19,crm_subsidy_target_shrub_master_cutter_cum_spreader,3.25,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jind,2018-19,crm_machines_target_reversible_mb_plough,50,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
